name_norm,name_zh,country_code,latitude,longitude,feature_hint
alma-ata,阿拉木圖,KZ,43.250000,76.950000,false
almacelles,阿馬塞耶斯,ES,41.133333,-2.416667,false
almachar,阿馬恰,ES,36.800000,-4.233333,false
almaciles,阿馬席列斯,ES,37.983333,-2.333333,false
almada,阿馬達,PT,38.900000,-8.700000,false
almaden,阿馬丹,AU,-17.333333,144.683333,false
almaden,阿馬丹,ES,38.766667,-4.833333,false
almadenejos,阿馬代內荷斯,ES,38.733333,-4.700000,false
almafuerte,阿馬富厄提,AR,-32.200000,-64.250000,false
almagre,阿馬格雷,MX,17.816667,-94.900000,false
almagro,阿馬格羅,ES,38.883333,-3.716667,false
almagro,阿馬格羅,PH,11.916667,124.283333,false
almagro,阿馬格羅山脈,ES,37.350000,-1.866667,false
almajano,阿馬哈諾,ES,41.850000,-2.333333,false
almajului,阿馬朱魯伊山脈,RO,44.750000,22.166667,false
almali,阿馬利,AZ,39.966667,46.683333,false
almaluez,阿馬魯厄茲,ES,41.283333,-2.266667,false
almalyk,阿馬伊克,UZ,40.850000,69.600000,false
almanor,阿馬諾湖,US,40.250000,-121.166667,true
almansa,阿曼沙,ES,38.866667,-1.083333,false
almansil,阿曼席爾,PT,37.083333,-8.033333,false
almansor,阿曼索,PT,40.983333,-8.333333,false
almanza,阿曼札,ES,42.650000,-5.033333,false
almanzor,阿曼佐峰,ES,40.250000,-5.300000,false
almanzora,阿曼佐拉,ES,37.350000,-2.133333,false
almanzoram,阿曼佐拉河,ES,37.233333,-1.766667,true
almar,阿馬,AF,36.033333,64.550000,false
almar,阿馬,ES,40.900000,-5.483333,false
almaraz,阿馬拉茲,ES,39.816667,-5.683333,false
almargen,阿馬亨,ES,37.000000,-5.016667,false
almarza,阿馬札,ES,41.950000,-2.466667,false
almas,阿馬斯,BR,-5.150000,-40.900000,false
almas,阿馬斯,RO,47.016667,26.333333,false
almas,阿馬斯河,BR,-23.850000,-48.333333,true
almas-patak,阿馬斯河,HU,45.933333,17.833333,true
almasfuzito,阿馬斯富吉托,HU,47.716667,18.266667,false
almassora,阿馬索拉,ES,39.950000,-0.050000,false
almaty oblysy,阿拉木圖州,KZ,44.500000,78.000000,false
almaty qalasy,阿拉木圖市,KZ,43.066667,76.916667,false
almazan,阿馬占,ES,41.483333,-2.533333,false
almaznyy,阿馬茲內,RU,62.450000,114.333333,false
almazora,阿馬佐拉,ES,39.950000,-0.050000,false
almazul,阿馬祖爾,ES,41.583333,-2.150000,false
alme,阿爾莫河,DE,51.750000,8.700000,true
almedia,阿美迪亞,US,29.966667,-90.300000,false
almedina,阿美迪納,ES,38.616667,-2.950000,false
almedinilla,阿美迪尼雅,ES,37.433333,-4.083333,false
almeida,阿美達,ES,41.266667,-6.066667,false
almeida,阿美達,PT,40.716667,-6.900000,false
almeirim,阿美林,BR,-1.533333,-52.566667,false
almeirim,阿美林,PT,37.733333,-8.150000,false
almelo,阿美羅,NL,52.350000,6.666667,false
almenar,阿美納,ES,41.800000,0.566667,false
almenar de soria,阿美納索里亞,ES,41.683333,-2.200000,false
almenara,阿美納拉,BR,-16.183333,-40.700000,false
almenara,阿美納拉山脈,ES,37.583333,-1.516667,false
almenaras,阿美納拉山,ES,38.550000,-2.433333,true
almendra,阿門德拉,ES,41.233333,-6.333333,false
almendral,阿門德拉爾,ES,38.616667,-6.816667,false
almendralejo,阿門德拉列荷,ES,38.683333,-6.400000,false
almendricos,阿門德里科斯,ES,37.466667,-1.783333,false
almere,阿美雷,NL,52.350000,5.166667,false
almeria,阿美里亞,ES,36.833333,-2.450000,false
almeria,阿美里亞灣,ES,36.766667,-2.500000,true
almerimar,阿美里馬爾,ES,36.716667,-2.800000,false
almetyevsk,阿梅耶夫斯克,RU,54.883333,52.333333,false
almhult,阿母胡特,SE,56.550000,14.133333,false
almijara,阿米哈拉山脈,ES,36.883333,-3.916667,false
almina,阿密納角,MA,35.900000,-5.283333,true
almirantazgo,阿密蘭塔茲哥峽灣,CL,-54.316667,-69.500000,true
almirante,阿密蘭提,PA,9.300000,-82.400000,false
almirante tamandare,塔曼鎮,BR,-28.100000,-52.916667,false
almiros,阿密羅斯,GR,35.450000,24.200000,false
almkerk,阿母科克,NL,51.766667,4.966667,false
almodovar,阿摩多瓦,PT,37.516667,-8.066667,false
almodovar,阿摩多瓦丘,ES,40.383333,-3.600000,false
almodovar,阿摩多瓦河,ES,36.216667,-5.766667,true
almodovar del campo,阿摩多瓦坎波,ES,38.716667,-4.166667,false
almodovar del pinar,阿摩多瓦皮納,ES,39.716667,-1.883333,false
almodovar del rio,阿摩多瓦里約,ES,37.800000,-5.016667,false
almofala,阿摩法拉,PT,39.383333,-9.016667,false
almogia,阿摩希亞,ES,36.800000,-4.550000,false
almograve,阿摩格拉維,PT,38.883333,-9.400000,false
almoguera,阿摩圭拉,ES,39.250000,-3.833333,false
almoharin,阿摩哈林,ES,39.183333,-6.033333,false
almoloya,阿摩羅雅,MX,16.750000,-95.066667,false
almonacid de la sierra,阿摩納夕德西耶拉,ES,41.400000,-1.316667,false
almonacid de toledo,阿摩納夕德托雷多,ES,39.733333,-3.866667,false
almonacid de zorita,阿摩納夕德佐里塔,ES,40.333333,-2.850000,false
almonacid del marquesado,阿摩納夕德馬圭沙多,ES,39.816667,-2.750000,false
almonaster la real,阿摩納斯特雷爾,ES,37.866667,-6.783333,false
almond,阿蒙德河,GB,56.416667,-3.450000,true
almondbank,阿蒙德班克,GB,56.400000,-3.550000,false
almondsbury,阿蒙茲布里,GB,51.550000,-2.566667,false
almone,阿爾莫內河,IT,41.866667,12.466667,true
almont,阿蒙特,US,42.916667,-83.050000,false
almonte,阿蒙提,CA,45.216667,-76.200000,false
almonte,阿蒙提,ES,37.266667,-6.516667,false
almonte,阿蒙提,US,37.883333,-122.516667,false
almonte,阿蒙提河,ES,39.700000,-6.466667,true
almora,阿摩拉,IN,29.616667,79.666667,false
almoradi,阿摩拉迪,ES,38.116667,-0.766667,false
almorchon,阿摩瓊,ES,38.700000,-5.283333,false
almorox,阿摩羅克斯,ES,40.233333,-4.383333,false
almosd,阿摩斯德,HU,47.416667,21.983333,false
almoster,阿摩斯特,PT,39.233333,-8.800000,false
almoster,阿摩斯特河,PT,39.816667,-8.483333,true
almoustarat,阿摩斯塔拉特,ML,17.366667,0.083333,false
almsee,阿爾母湖,AT,47.750000,13.950000,true
almstedt,阿爾斯母提特,DE,52.050000,9.966667,false
almu,阿木,AZ,38.750000,48.533333,false
almudebar,阿木德巴,ES,42.050000,-0.583333,false
almudema,阿木德馬,ES,38.000000,-1.916667,false
almudevar,阿木德瓦,ES,42.050000,-0.583333,false
almunecar,阿木內卡,ES,36.716667,-3.683333,false
almuniente,阿木尼恩提,ES,41.950000,-0.400000,false
almuradiel,阿木拉迪耶,ES,38.516667,-3.500000,false
almuro,阿木羅河,PT,39.033333,-7.500000,true
almus,阿木斯,TR,40.283333,36.366667,false
almusafes,阿木沙非斯,ES,39.283333,-0.416667,false
almyropotamos,阿米羅波塔摩斯,GR,38.266667,24.183333,false
almyros,阿米羅斯,GR,39.183333,22.766667,false
almyrou,阿米魯灣,GR,36.750000,27.000000,true
almyville,阿米維,US,41.716667,-71.866667,false
aln,安河,GB,55.400000,-1.583333,true
alnaskjer,阿爾內島,NO,59.216667,5.816667,true
alness,阿爾內斯,GB,57.683333,-4.250000,false
alness r.,阿爾內斯河,GB,57.683333,-4.266667,true
alnmouth,安茅斯,GB,55.400000,-1.600000,false
alnwick,安尼克,GB,55.400000,-1.700000,false
alobras,阿羅布拉斯,ES,40.183333,-1.383333,false
alocen,阿羅仙,ES,40.583333,-2.733333,false
alofi,阿洛非,,-19.016667,-169.916667,false
alofi,阿洛非島,,-14.350000,-178.033333,true
alofi b.,阿洛非灣,,-19.016667,-169.933333,true
alofitai,阿洛非迭,,-14.350000,-178.050000,false
aloha,阿羅哈,US,31.583333,-92.766667,false
alohkapw,阿羅卡普,FM,6.916667,158.283333,false
aloi,阿洛伊,UG,2.283333,33.166667,false
aloja,阿洛加,LV,57.766667,24.883333,false
alojera,阿洛拉黑,ES,28.150000,-17.316667,false
alol,阿洛雷,RU,56.466667,29.100000,false
alolya,阿洛雅河,RU,56.433333,29.083333,true
alon,阿隆,MM,22.200000,95.083333,false
along,下龍灣,VN,20.933333,107.050000,true
along,阿龍,IN,28.166667,94.766667,false
alonso,阿隆索河,BR,-24.083333,-51.583333,true
alor,亞羅島,ID,-8.250000,124.750000,true
alor,亞羅海峽,ID,-8.333333,123.800000,true
alor,亞羅群島,ID,-8.250000,112.500000,true
alor star,亞羅士打,MY,6.116667,100.366667,false
alora,阿羅拉,ES,36.800000,-4.700000,false
alos,阿羅斯,ES,42.700000,1.100000,false
alosno,阿羅斯諾,ES,37.550000,-7.116667,false
alot,阿羅特,IN,23.766667,75.550000,false
alota,阿羅塔,BO,-21.400000,-67.566667,false
alotau,阿羅陶,PG,-10.333333,150.416667,false
alotenango,阿羅提南哥,GT,14.483333,-90.800000,false
alouette,阿魯耶特山,,-46.383333,51.766667,true
alouette r.,阿魯耶特河,CA,49.266667,-122.700000,true
alovera,阿羅維拉,ES,40.600000,-3.250000,false
aloxe-corton,阿洛克斯科通,FR,47.066667,4.866667,false
aloysius,阿洛伊休斯山,AU,-26.000000,128.566667,true
alozaina,阿羅寨納,ES,36.716667,-4.850000,false
alozero,阿洛則,RU,66.083333,34.050000,false
alp,阿爾普,ES,42.366667,-1.883333,false
alpa corral,阿帕克拉爾,AR,-32.683333,-64.733333,false
alpachiri,阿帕奇里,AR,-37.366667,-63.766667,false
alpagut,阿帕古特,TR,39.850000,28.566667,false
alpalhao,阿帕朗,PT,40.400000,-8.450000,false
alpanseque,阿潘塞奎,ES,41.266667,-2.666667,false
alpaugh,阿爾咆,US,35.883333,-119.483333,false
alpbach,阿爾普巴赫,AT,47.400000,11.950000,false
alpedrete,阿佩德雷提,ES,40.666667,-4.016667,false
alpedrinha,阿佩德里納,PT,40.100000,-7.466667,false
alpedriz,阿佩德里茲,PT,39.616667,-8.950000,false
alpen,阿爾朋,DE,51.583333,6.516667,false
alpena,阿皮納,US,36.300000,-93.300000,false
alpenrod,阿爾朋羅,DE,50.633333,7.866667,false
alpens,阿爾片斯,ES,42.116667,2.100000,false
alpera,阿爾佩拉,ES,38.966667,-1.216667,false
alpercatas,阿佩卡塔斯高地,BR,-6.000000,-45.000000,false
alpes-maritimes,濱海阿爾卑斯山,FR,44.250000,7.166667,true
alpette,阿佩提,IT,45.416667,7.583333,false
alpha,阿爾法,AU,-23.650000,146.633333,false
alpha,阿爾法,ZA,-26.800000,29.383333,false
alpha creek,阿爾法溪,AU,-23.583333,146.683333,false
alpha ridge,阿爾法海脊,,85.500000,-125.000000,false
alphen,阿爾芬,NL,51.483333,4.950000,false
alphonse island,阿豐斯島,SC,-7.000000,52.733333,true
alpi dolomitiche,阿爾卑多洛米提山脈,IT,46.383333,11.850000,false
alpiarca,阿皮亞卡,PT,39.250000,-8.583333,false
alpicat,阿皮卡特,ES,41.666667,0.550000,false
alpilles,阿比勒丘陵,FR,43.750000,4.833333,false
alpilles,阿比勒運河,FR,43.783333,4.850000,true
alpine,阿爾平,US,34.500000,-85.616667,false
alpinopolis,阿平諾波利斯,BR,-20.866667,-46.383333,false
alpirsbach,阿皮爾斯巴赫,DE,48.333333,8.416667,false
alpnach,阿普那赫,CH,46.950000,8.266667,false
alpokalja,阿波卡堯山脈,HU,47.366667,16.533333,false
alportel,阿波特爾,PT,37.150000,-7.883333,false
alps,阿爾卑斯山,,46.416667,10.000000,true
alpu,阿爾普,TR,37.466667,34.900000,false
alpuente,阿普恩提,ES,39.866667,-1.016667,false
alpujarra,阿普哈拉,CO,1.616667,-77.150000,false
alqueria de la condesa,阿奎里亞康德沙,ES,38.933333,-0.150000,false
alqueva,阿爾克瓦,PT,38.216667,-7.533333,false
alquezar,阿庫札,ES,42.166667,0.033333,false
alquife,阿基非,ES,37.183333,-3.116667,false
alrance,阿宏斯,FR,44.133333,2.683333,false
alrar est,東阿勒拉爾,DZ,28.666667,9.716667,false
alresford,阿雷斯福特,GB,51.850000,0.983333,false
alrewas,阿雷瓦斯,GB,52.716667,-1.733333,false
alroy downs,阿羅伊當斯,AU,-19.300000,136.066667,false
als,阿爾斯島,DK,54.983333,9.916667,true
als fjord,阿爾斯峽灣,DK,55.033333,9.633333,true
alsace,阿爾薩斯,FR,48.500000,7.500000,false
alsace,阿爾薩斯山,FR,47.833333,6.850000,true
alsager,阿爾沙吉爾,GB,53.100000,-2.300000,false
alsask,阿爾薩斯克,CA,51.366667,-109.983333,false
alsasua,阿沙蘇亞,ES,42.866667,-2.166667,false
alsatia,阿沙提亞,ZA,-32.250000,27.450000,false
alsbach,阿爾斯巴赫,DE,50.466667,7.666667,false
alsdorf,阿爾斯道夫,DE,48.500000,11.733333,false
alsek r.,阿爾塞克河,US,59.133333,-138.616667,true
alsenborn,阿爾森伯恩,DE,49.483333,7.916667,false
alseno,阿爾塞諾,IT,44.900000,9.983333,false
alsenz,阿爾森茲,DE,49.716667,7.816667,false
alsfeld,阿爾斯非德,DE,50.750000,9.266667,false
alsh,奧爾什湖,GB,58.050000,-4.850000,true
alsheim,阿爾斯海母,DE,49.766667,8.333333,false
alsina,阿爾辛納,AR,-33.900000,-59.383333,false
alskiy,阿爾斯基山脈,RU,54.250000,136.333333,false
alsleben,阿爾斯雷本,DE,51.700000,11.666667,false
alsonemedi,奧索內麥迪,HU,47.316667,19.166667,false
alsoors,奧索厄爾斯,HU,46.983333,17.983333,false
alsovadasz,奧索沃達什,HU,48.250000,20.916667,false
alsozsolca,奧索茲梭爾查,HU,48.066667,20.883333,false
alsten,阿爾斯滕島,NO,65.950000,12.600000,true
alsteran,阿爾斯特河,SE,56.966667,16.000000,true
alstermo,阿爾斯特莫,SE,56.966667,15.633333,false
alsting,阿爾斯提,FR,49.183333,6.983333,false
alston,阿爾斯頓,GB,54.800000,-2.433333,false
alstonville,阿爾頓維,AU,-28.833333,153.433333,false
alsunga,阿爾孫加,LV,56.983333,21.566667,false
alsviki,阿斯維基,LV,57.400000,26.883333,false
alt duvenstedt,阿特杜文斯提特,DE,54.366667,9.650000,false
alt krenzlin,阿特克連茲林,DE,53.316667,11.300000,false
alt ruppin,阿特路平,DE,52.950000,12.850000,false
alt schwerin,阿特史威林,DE,53.516667,12.366667,false
alt wallmoden,阿特瓦摩登,DE,52.033333,10.316667,false
alta,阿塔,NO,69.966667,23.250000,false
alta,阿塔,SE,59.266667,18.183333,false
alta,阿塔山,NZ,-44.500000,168.966667,true
alta,阿爾塔岬,AR,-38.216667,-62.083333,true
alta floresta,阿塔弗羅雷斯塔,BR,-9.900000,-55.900000,false
alta loma,阿塔洛馬,US,34.116667,-117.600000,false
alta paraiso de goias,阿塔帕拉伊索哥雅斯,BR,-14.116667,-47.516667,false
altach,阿塔赫,AT,47.350000,9.650000,false
altacroce,阿塔克羅塞山,,46.866667,12.266667,true
altadena,阿塔狄納,US,34.183333,-118.133333,false
altaelva,阿塔河,NO,69.966667,23.383333,true
altafjorden,阿塔峽灣,NO,70.200000,23.100000,true
altafulla,阿塔富雅,ES,41.133333,1.383333,false
altagracia,阿塔格拉西亞,NI,11.566667,-85.583333,false
altagracia,阿塔格拉西亞,VE,7.400000,-67.450000,false
altai,阿爾泰共和國,RU,51.000000,87.000000,false
altai mts.,阿爾泰山,,48.000000,90.000000,true
altamachi,阿塔馬契,BO,-17.000000,-66.466667,false
altamaha r.,阿塔馬哈河,US,31.316667,-81.283333,true
altamira,阿塔米拉,BR,-11.066667,-45.416667,false
altamira,阿塔米拉,CL,-25.783333,-69.850000,false
altamira,阿塔米拉,CO,1.650000,-77.400000,false
altamira,阿塔米拉,CR,10.466667,-84.350000,false
altamira,阿塔米拉,MX,15.600000,-92.916667,false
altamirano,阿塔米拉諾,AR,-35.350000,-58.150000,false
altamirano,阿塔米拉諾,MX,16.883333,-92.150000,false
altamont,阿塔蒙,US,37.750000,-121.666667,false
altamura,阿塔木拉,IT,40.816667,16.550000,false
altan,阿坦,RU,49.516667,111.533333,false
altano,阿塔諾岬,IT,39.233333,8.366667,true
altapirire,阿塔皮里雷,VE,8.433333,-64.366667,false
altar,阿塔爾,MX,29.500000,-110.200000,false
altar,阿塔爾山,EC,-1.666667,-78.416667,true
altar,阿塔爾沙漠,MX,32.250000,-114.500000,true
altare,阿塔雷,IT,44.333333,8.333333,false
altares,阿塔雷斯,,38.783333,-27.300000,false
altata,阿塔他,MX,24.633333,-107.916667,false
altaussee,阿特奧榭,AT,47.633333,13.766667,false
altausseer see,阿特奧榭湖,AT,47.633333,13.783333,true
altavilla irpina,阿塔維雅伊爾皮納,IT,41.000000,14.783333,false
altavilla silentina,阿塔維雅希連提納,IT,40.533333,15.133333,false
altavista,阿塔威斯他,US,18.016667,-66.583333,false
altay,阿爾泰,RU,53.233333,91.883333,false
altay,阿爾泰自治國,RU,51.000000,87.000000,false
altayskiy,阿爾泰斯基,RU,53.650000,82.850000,false
altayskiy kray,阿爾泰邊疆區,RU,52.500000,83.000000,false
altdobern,阿特多本,DE,51.650000,14.033333,false
altdorf,阿特道夫,CH,46.883333,8.650000,false
altdorf,阿特道夫,DE,47.816667,10.633333,false
alte,阿提,PT,37.233333,-8.183333,false
alte elde,舊艾德河,DE,53.116667,11.416667,true
alte oder r.,舊奧得河,DE,52.866667,14.150000,true
altea,阿提亞,ES,38.600000,-0.050000,false
altefahr,阿特費爾,DE,54.316667,13.116667,false
alteglofsheim,阿特格洛夫斯罕,DE,48.916667,12.200000,false
alteidet,阿提代特,NO,70.033333,22.083333,false
altena,阿特納,DE,51.300000,7.666667,false
altenahr,阿特納爾,DE,50.516667,7.000000,false
altenau,阿特瑙,DE,47.650000,11.016667,false
altenbeken,阿騰貝肯,DE,51.766667,8.933333,false
altenberg,阿騰伯格,DE,46.800000,15.483333,false
altenberge,阿騰貝格,DE,52.816667,7.133333,false
altenbruch-westerende,阿騰布魯威斯特倫,DE,53.816667,8.733333,false
altenbuch,阿騰布赫,DE,48.183333,12.700000,false
altenburg,阿騰堡,DE,50.983333,12.450000,false
altendiez,阿騰迪厄茲,DE,50.366667,7.983333,false
altenfeld,阿騰費德,DE,50.450000,9.850000,false
altenfelden,阿騰非登,AT,48.483333,13.966667,false
altenglan,阿騰格蘭,DE,49.550000,7.466667,false
altengottern,阿騰哥特恩,DE,51.166667,10.566667,false
altenhagen,阿騰哈根,DE,52.166667,9.516667,false
altenheim,阿騰罕,DE,48.466667,7.800000,false
altenhof,阿騰荷夫,DE,49.466667,7.916667,false
altenholz,阿騰賀茲,DE,52.816667,11.666667,false
altenkirchen,阿騰基亨,DE,49.450000,7.316667,false
altenkrempe,阿騰克連普,DE,54.133333,10.833333,false
altenmarkt,阿滕馬克,AT,48.016667,15.983333,false
altenmarkt,阿滕馬克,DE,48.000000,12.533333,false
altenmedingen,阿騰梅丁根,DE,53.133333,10.600000,false
altenmunster,阿騰繆斯特,DE,48.466667,10.600000,false
altenstadt,阿騰斯塔特,DE,49.800000,12.166667,false
altensteig,阿騰斯泰格,DE,47.733333,7.933333,false
altentreptow,阿騰垂普托,DE,53.683333,13.250000,false
altenweddingen,阿登威丁根,DE,52.000000,11.533333,false
alter do chao,阿特尚,BR,-2.516667,-54.950000,false
alter do chao,阿特尚,PT,39.200000,-7.666667,false
alter pedroso,阿特佩卓索,PT,39.183333,-7.616667,false
altes lager,阿特斯拉格,DE,48.416667,9.550000,false
altevatnet,阿特湖,NO,68.533333,19.500000,true
altfraunhofen,阿特夫朗賀芬,DE,48.450000,12.166667,false
althegnenberg,阿特黑格嫩伯格,DE,48.233333,11.066667,false
altheim,阿特罕,AT,48.066667,13.033333,false
altheim,阿特罕,DE,47.816667,9.250000,false
althengstett,阿特亨斯提特,DE,48.733333,8.816667,false
althofen,阿特賀芬,AT,47.150000,14.233333,false
altiagac,阿提雅杰,AZ,40.850000,48.933333,false
altier,阿提耶,FR,44.466667,3.866667,false
altier,阿提耶河,FR,44.483333,3.983333,true
altin kopru,阿丁庫普魯,IQ,35.750000,44.133333,false
altinoluk,阿丁諾魯克,TR,38.433333,39.916667,false
altinopolis,阿丁諾普里斯,BR,-21.033333,-47.366667,false
altinova,阿丁諾瓦,TR,39.383333,26.833333,false
altintas,阿丁塔斯,TR,41.016667,26.700000,false
altinyaka,阿丁雅卡,TR,36.566667,30.350000,false
altiplano plat.,阿提普拉諾高原,,-18.000000,-68.000000,true
altiyol,阿提尤,TR,39.066667,44.000000,false
altkirch,阿特基希,FR,47.616667,7.250000,false
altkirchen,阿特基亨,DE,47.966667,11.600000,false
altlandsberg,阿特蘭茲伯格,DE,52.566667,13.733333,false
altmannstein,阿特曼斯坦,DE,48.900000,11.650000,false
altmark,阿特馬克,DE,52.750000,11.500000,false
altmittweida,阿特米特外達,DE,50.966667,12.950000,false
altmuhl r.,阿特繆河,DE,48.900000,11.900000,true
altmunster,阿特謬斯特,AT,47.900000,13.750000,false
altnahara,奧納哈拉,GB,58.266667,-4.450000,false
alto,阿托,US,31.650000,-95.066667,false
alto,阿托山,IT,41.450000,13.250000,true
alto alegre,阿托阿列格雷,AR,-24.500000,-61.733333,false
alto araguaia,阿托阿拉圭,BR,-17.316667,-53.200000,false
alto cedro,阿托塞卓,CU,20.516667,-75.966667,false
alto chicapa,阿托奇卡帕,AO,-10.933333,19.150000,false
alto cruz mt.,阿托庫魯茲,CO,6.800000,-75.733333,true
alto cuchumatanes,阿托庫楚馬塔內斯山脈,GT,15.416667,-91.350000,false
alto de caballeros,阿托卡巴耶羅斯,MX,23.850000,-99.166667,false
alto garcas,阿托加爾薩斯,BR,-16.933333,-53.533333,false
alto ligonha,阿托利戈尼亞,MZ,-15.516667,38.266667,false
alto lucero,阿托路塞洛,MX,19.616667,-96.716667,false
alto madidi,阿托馬迪迪,BO,-13.633333,-68.750000,false
alto molocue,阿托莫洛庫,MZ,-15.633333,37.683333,false
alto nevado,上內瓦多山,CL,-44.816667,-72.533333,true
alto pacaja,上帕卡哈河,BR,-3.116667,-50.333333,true
alto paraguay,上巴拉圭省,PY,-20.500000,-59.166667,false
alto parana,上巴拉那省,,-25.500000,-54.833333,false
alto parnaiba,阿托帕奈巴,BR,-9.100000,-45.950000,false
alto pelado,阿托佩拉多,AR,-33.833333,-66.150000,false
alto pencoso,阿托彭科索,AR,-33.433333,-66.933333,false
alto piquiri,阿托皮基里,BR,-24.016667,-53.466667,false
alto purus,上普魯斯河,PE,-9.566667,-70.600000,true
alto rio doce,阿托里約多塞,BR,-21.033333,-43.416667,false
alto rio senguerr,阿托里約森圭爾,AR,-45.033333,-70.833333,false
alto songo,阿托松哥,CU,20.166667,-75.700000,false
alto sucuriu,阿托蘇庫留,BR,-19.316667,-52.783333,false
alto taquari,阿托塔夸里,BR,-17.833333,-53.283333,false
alto uruguai,阿托烏拉圭,BR,-27.300000,-54.133333,false
alto vista,阿托維斯塔丘,,12.566667,-70.016667,false
altofonte,阿托芳提,IT,38.050000,13.300000,false
altomira,阿托米拉山脈,ES,40.166667,-2.816667,false
altomonte,阿托蒙提,IT,39.700000,16.133333,false
altomunster,阿托謬斯特,DE,48.383333,11.250000,false
alton,奧頓,GB,51.133333,-0.983333,false
alton,奧頓,US,33.583333,-86.633333,false
alton downs,奧頓當斯,AU,-23.300000,150.350000,false
altona,阿托納,CA,49.100000,-97.566667,false
altona,阿托納,DE,53.233333,11.433333,false
altona,阿托納,US,40.133333,-105.283333,false
altopascio,阿托帕秀,IT,43.816667,10.666667,false
altos,阿托斯,BR,-8.983333,-45.083333,false
altotero,阿托提羅山,ES,42.683333,-3.533333,true
altotonga,阿托通加,MX,19.766667,-97.233333,false
altotting,阿特厄廷,DE,48.233333,12.683333,false
altranft,阿特朗夫特,DE,52.766667,14.083333,false
altrich,阿特里希,DE,49.950000,6.916667,false
altrincham,阿特林安,US,53.383333,-2.350000,false
altsasu,阿特沙蘇,ES,42.866667,-2.166667,false
altshausen,阿茲豪森,DE,47.933333,9.533333,false
altstatten,阿特斯帖登,CH,47.383333,9.550000,false
altud,阿土德,RU,43.716667,43.866667,false
altukhovo,阿杜賀沃,RU,52.666667,34.366667,false
altunkent,阿吞肯特,TR,39.683333,40.216667,false
altura,阿杜拉,ES,39.850000,-0.516667,false
alturas,阿杜拉斯,US,27.866667,-81.716667,false
altus,阿杜斯,US,35.450000,-93.766667,false
altusried,阿杜斯里德,DE,47.800000,10.216667,false
altvater mt.,阿特瓦特山,CZ,50.083333,17.250000,true
altwarp,阿特瓦普,DE,53.750000,14.283333,false
altynvka,阿提諾夫卡,UA,51.450000,33.183333,false
alu,阿魯,EE,58.416667,24.050000,false
alua,阿魯亞,MZ,-13.916667,39.916667,false
alucra,阿魯克拉,TR,40.316667,38.766667,false
aluksne,阿魯克斯內,LV,57.416667,27.050000,false
aluksnes ezers,阿魯克斯內湖,LV,57.450000,27.100000,true
alula,阿路拉,SO,11.966667,50.750000,false
alum,阿魯母,IR,32.833333,49.516667,false
alum bridge,艾隆布理治,US,39.033333,-80.650000,false
alum creek l.,艾隆科里克湖,US,40.183333,-82.950000,true
alum rock,艾隆洛克,US,37.366667,-121.833333,false
alumine,阿路米內,AR,-39.216667,-70.950000,false
alumine,阿路米內河,AR,-39.833333,-70.883333,true
alunda,阿隆達,SE,60.066667,18.083333,false
alunis,阿魯尼斯,RO,44.733333,23.633333,false
alupka,亞魯普卡,UA,44.416667,34.050000,false
alur,阿魯爾,IN,15.833333,75.633333,false
alur setar,亞羅士塔,MY,6.116667,100.366667,false
alushta,阿魯什塔,UA,44.666667,34.416667,false
alustante,阿魯斯坦提,ES,40.616667,-1.650000,false
alut,阿魯特,IR,36.016667,45.566667,false
alutom,阿魯通山,,13.433333,144.716667,true
alutom i.,阿魯通島,,13.383333,144.650000,true
aluva,阿魯瓦,IN,10.116667,76.366667,false
alva,艾爾瓦,GB,56.150000,-3.800000,false
alva,艾爾瓦,US,26.716667,-81.616667,false
alva,阿爾瓦河,PT,40.300000,-8.250000,true
alvaiazere,阿爾瓦亞哲雷,PT,39.816667,-8.383333,false
alvalade,阿爾瓦拉德,PT,37.933333,-8.400000,false
alvand,阿爾凡德,AZ,40.116667,47.866667,false
alvand,阿爾凡德山,IR,34.583333,48.616667,true
alvaneu,阿凡諾,CH,46.683333,9.633333,false
alvao,阿爾旺山脈,PT,41.516667,-7.700000,false
alvar,艾爾法,TR,39.933333,41.616667,false
alvarado,阿瓦拉多,MX,18.766667,-95.766667,false
alvarado,阿瓦拉多,US,32.400000,-97.216667,false
alvarado,阿瓦拉多潟湖,MX,18.750000,-95.833333,true
alvaraes,阿瓦朗厄斯,BR,-3.200000,-64.833333,false
alvaraes,阿瓦朗厄斯,PT,41.650000,-8.750000,false
alvarenga,阿瓦倫加,BR,-19.416667,-41.733333,false
alvarenga,阿瓦倫加,PT,40.966667,-8.166667,false
alvares,阿瓦雷斯,PT,37.666667,-7.800000,false
alvares machado,阿瓦雷斯馬夏多,BR,-22.133333,-51.500000,false
alvarez,阿瓦雷茲,AR,-33.133333,-60.800000,false
alvaro,阿瓦羅,PT,39.966667,-7.966667,false
alvaro obregon,阿瓦羅歐布雷貢,MX,30.783333,-113.000000,false
alvdalen,艾夫達倫,SE,61.233333,14.033333,false
alvdalen,艾夫達倫谷,SE,60.350000,13.250000,false
alvechurch,阿夫丘吉,GB,52.333333,-1.950000,false
alvega,阿韋加,PT,39.466667,-8.050000,false
alveley,阿夫來,GB,52.450000,-2.350000,false
alvelos,阿韋羅斯山脈,PT,39.916667,-8.016667,false
alverca da beira,阿韋卡貝拉,PT,40.700000,-7.216667,false
alveringem,阿韋林根,BE,51.016667,2.716667,false
