longitude,latitude,country,admin_1,admin_2,admin_3,admin_4
136.0976,35.12861,日本,滋賀县,近江八幡市,Ohmi-Hachiman,桜宮町
139.46011,36.14074,日本,埼玉县,行田市,"",行田
127.86735,26.35937,日本,冲绳县 / 沖繩縣,宇流麻市,"",Gushikawa
132.2257,35.00856,日本,岛根县,江津市,"",Honmachi
138.94343,35.31859,日本,静岡县,御殿場市,"",""
139.72841,35.62506,日本,東京都,东京,Shinagawa,""
139.16667,37.73333,日本,新潟县,五泉市,"",""
135.73333,34.45,日本,奈良县,御所市,"",""
135.7,34.35,日本,奈良县,五條市,"",""
137.31665,36.66411,日本,富山縣,立山町,"",前沢
136.6,35.41667,日本,岐阜县,Godo,"",""
135.1696,33.88153,日本,和歌山县,御坊市,"",""
132.46667,34.43333,日本,広島县,廣島市,"",""
139.76717,35.67184,日本,東京都,东京,Chūō,""
127.97779,26.4829,日本,冲绳县 / 沖繩縣,宜野座村,"",Sokei
127.76147,26.26265,日本,冲绳县 / 沖繩縣,宜野湾市,"",Nagata 4-chome
136.76039,35.42291,日本,岐阜县,岐阜市,"",""
137.23333,34.83333,日本,愛知县,蒲郡市,"",""
139.81877,35.3108,日本,千叶县,富津市,"",""
127.30329,26.22858,日本,冲绳县 / 沖繩縣,座间味村,"",Zamami
129.6501,33.24253,日本,长崎县,佐佐町,"",Furukawamen
133.00928,36.10533,日本,岛根县,西之島町,"",Mita
132.83333,32.91667,日本,高知县,三原村,"",""
137.311,36.7053,日本,富山县,Funahashi,"",""
139.98648,35.70129,日本,千叶县,船橋市,"",""
133.36667,34.48333,日本,広島县,Fukuyama,"",""
137.91667,34.75,日本,静岡县,袋井市,"",""
134.71535,34.25765,日本,兵库县,南淡路市,"",""
130.41667,33.6,日本,福冈县,福岡市,"",""
136.86945,36.55751,日本,富山縣,南砺市,"",福光新町
130.47461,33.76627,日本,福冈县,福津市,"",""
136.22257,36.06443,日本,福井縣,福井市,"",""
128.84561,32.69732,日本,长崎县,五島市,"",""
135.11667,35.3,日本,京都府,福知山市,"",Suehirocho 4-chome
139.45,36.1,日本,埼玉县,鴻巢市,"",""
135.14713,34.31581,日本,大阪府,岬町,"",""
139.28333,36.2,日本,埼玉县,深谷市,"",""
139.80697,35.6706,日本,東京都,东京,Kōtō,""
139.47666,35.34926,日本,神奈川县,藤澤市,"",""
136.7447,35.05638,日本,三重县,Kisosaki,"",""
139.65,36.25,日本,栃木縣,栃木市,"",Fujiokamachi Fujioka
139.07204,36.24624,日本,群馬縣,藤岡市,"",""
138.61667,35.21667,日本,静岡县,富士宮市,"",""
138.26667,34.86667,日本,静岡县,藤枝市,"",""
138.68333,35.16667,日本,静岡县,Fuji,"",""
133.2,33.45,日本,高知县,津野町,"",Nagano
133.23513,34.5735,日本,広島县,府中市,"",""
138.73333,35.7,日本,山梨县,甲州市,"",""
139.66516,35.72552,日本,東京都,东京,Nakano,""
136.2,35.16667,日本,滋賀县,愛莊町,"",Echigawa
133.4871,35.28172,日本,鸟取县,江府町,"",Ebi
137.90358,36.76955,日本,長野县,Otari,"",""
139.66535,35.59548,日本,東京都,东京,Ōta,""
135.62033,34.71378,日本,大阪府,大東市,"",""
139.54837,35.65924,日本,東京都,三鷹市,"",""
134.23333,35.26667,日本,鸟取县,智頭町,"",上町
137.03333,35,日本,愛知县,知立市,"",""
138.15428,35.9944,日本,長野县,茅野市,"",""
128.56667,27.33333,日本,鹿儿岛县,知名町,"",China
130.5156,33.49631,日本,福冈县,筑紫野市,"",""
139.40434,35.33638,日本,神奈川縣,茅崎市,"",Chigasaki 3-chome
139.07639,35.99028,日本,埼玉县,秩父市,"",""
127.77024,26.30948,日本,冲绳县 / 沖繩縣,北谷町,"",Omura
128.4182,27.04873,日本,鹿儿岛县,与论町,"",Chabana
131.49751,33.27945,日本,大分县,别府市,"",Tanoyumachi
139.3,36,日本,埼玉县,Tokigawa,"",""
139.82178,37.56444,日本,福岛县,會津坂下町,"",字茶屋町甲
135.25,35.3,日本,京都府,綾部市,"",""
131.26667,31.98333,日本,宫崎县,绫町,"",""
136.19236,36.22309,日本,Fukui Prefecture,蘆原市,"",舟津四丁目
137.8,35.35,日本,长野县,阿南町,"",古城
139.05325,35.08834,日本,静岡县,熱海市,"",""
135.82039,34.48085,日本,奈良县,Asuka,"",""
135.41667,33.7,日本,和歌山县,Kamitonda,"",""
135.30264,34.72807,日本,兵库县/兵庫縣,蘆屋市,"",Hiratakitacho
130.65392,33.87346,日本,福冈县,Ashiya,"",""
138.31763,36.26983,日本,长野县,立科町,"",""
139.45,36.33333,日本,栃木縣,足利市,"",""
139.79575,35.71691,日本,東京都,东京,Taitō,""
139.63745,35.70206,日本,東京都,东京,Suginami,""
129.9,33.18333,日本,佐贺县,有田町,"",Iwatanigawachi 2-chome
138.2259,37.00059,日本,新潟县,妙高市,"",""
137.56667,34.68333,日本,静岡县,湖西市,"",""
138.12565,36.36865,日本,长野县,青木村,"",""
138.89585,36.33011,日本,群马县,安中市,"",安中三丁目
137.08054,34.95828,日本,爱知县,安城市,"",小堤町
134.65,33.91667,日本,德岛县,阿南市,"",""
136.9,37.23333,日本,石川縣,Anamizu,"",""
130.65413,33.41804,日本,福冈县,朝倉市,"",""
128.9,27.81667,日本,鹿儿岛县,天城町,"",Amagi
135.41667,34.71667,日本,兵库县,尼崎市,"",""
133.09159,36.09317,日本,岛根县,海士町,"",Ama
130.2,32.01667,日本,鹿儿岛县,阿久根市,"",""
134.38734,34.75136,日本,兵库县,赤穗市,"",""
133.9,33.5,日本,高知县,安藝市,"",Honmachi 5-chome
139.73442,35.67135,日本,"",港區,"",Akasaka 5-chome
129.93333,28.31667,日本,鹿儿岛县,喜界町,"",Nakazato
132.71667,35,日本,岛根县,飯南町,"",Akana
139.43948,36.20742,日本,群馬縣,Chiyoda,"",""
130.76531,33.69189,日本,福冈县,福智町,"",赤池
139.72087,35.78188,日本,東京都,东京,Kita,""
137.88333,35.51667,日本,長野县,Takagi,"",""
134.46806,34.80361,日本,兵库县,相生市,"",""
139.31667,35.6,日本,神奈川县,相模原市,"",""
139.61382,35.97145,日本,埼玉县,上尾市,"",""
137.69268,35.78461,日本,長野县,Agematsu,"",""
127.80917,26.70972,日本,冲绳县 / 沖繩縣,伊江村,"",""
127.80139,26.33583,日本,冲绳县 / 沖繩縣,冲绳市,"",Nakasonecho
131.0075,31.3725,日本,鹿儿岛县,东串良町,"",""
131.02167,31.425,日本,鹿儿岛县,Osaki,"",""
131.2421,31.48621,日本,宮崎縣,串間市,"",""
129.08333,32.98333,日本,长崎县,新上岛五町,"",Urakuwago
129.06667,33.18333,日本,长崎县,小值贺町,"",Fuefukigo
131.95,33.955,日本,山口县,光市,"",中央一丁目
132.19085,33.93975,日本,山口县,Suo-oshima,"",""
139.255,37.98333,日本,新潟县,Seiro,"",""
131.46667,34.5,日本,山口县,阿武町,"",Nago
131.2,34.38333,日本,山口县,长门市,"",""
139.6491,35.97113,日本,埼玉县,蓮田市,"",""
139.51369,35.87266,日本,埼玉县,富士見野市,"",""
139.41212,35.85295,日本,埼玉县,狹山市,"",入間川一丁目
139.32361,35.73667,日本,東京都,福生市,"",""
139.1425,35.70556,日本,"",东京都/東京都,"",Motoshuku
139.31944,35.52278,日本,神奈川县,Aikawa,"",""
139.05306,35.52556,日本,山梨县,道志村,"",小善地向
139.27278,35.47361,日本,神奈川縣,清川村,"",""
139.39167,35.37278,日本,神奈川縣,寒川町,"",Okada 5-chome
139.1582,35.32003,日本,神奈川县,Oi,"",""
139.60194,35.80472,日本,埼玉县,朝霞市,"",""
139.62333,35.78944,日本,埼玉县,朝霞市,"",""
139.6853,35.815,日本,埼玉县,戶田市,"",""
139.87029,35.35043,日本,千叶县,君津市,"",Kimitsu
139.61917,35.14,日本,神奈川县,三浦市,"",""
135.16667,34.23333,日本,和歌山县,和歌山市,"",Minatohonmachi 1-chome
132.70139,33.75139,日本,爱媛县,伊予市,"",""
132.56001,33.22375,日本,爱媛县,宇和島市,"",""
133.18333,33.91667,日本,爱媛县,西条市,"",栄町
132.55,33.5,日本,爱媛县,大洲市,"",Yunoki
132.76574,33.83916,日本,爱媛县,松山市,"",Ichibancho 4 Chome
132.70763,33.22749,日本,爱媛县,松野町,"",Matsumaru
132.71124,33.78757,日本,爱媛县,松前町,"",""
132.90234,33.6566,日本,爱媛县,久万高原町,"",久万
133.57844,34.01654,日本,爱媛县,四國中央市,"",""
133.21667,34.26667,日本,爱媛县,上岛町,"",Yuge-Fujitani
133.00023,34.07001,日本,爱媛县,今治市,"",Bekkucho 1-Chome
132.77767,33.97661,日本,爱媛县,松山市,"",""
132.5661,32.96367,日本,爱媛县,Ainan,"",""
132.78977,33.77037,日本,爱媛县,砥部町,"",原町
139.85139,42.45139,日本,北海道,瀨棚町,"",Setanaku-Honcho
139.51228,42.17213,日本,北海道,奧尻町,"",Okushiri
139.93202,40.64131,日本,青森县,深浦町,"",Fukaura
140.5,39.16667,日本,秋田县,湯澤市,"",湯ノ原二丁目
140.16667,35.65,日本,千叶县,四街道市,"",""
140.87639,38.44139,日本,宫城县,大和町,"",Yoshioka-minami 2-chome
140.11667,37.91,日本,山形县,米澤市,"",Omachi 4-chome
140.55034,39.31691,日本,秋田县,橫手市,"",San-nokuchi
140.48333,35.65,日本,千叶县,橫芝光町,"",""
140.55,35.7,日本,千叶县,匝瑳市,"",""
140.6,37.85,日本,福岛县,伊達市,"",""
141.21487,38.42738,日本,宫城县,東松島市,"",Yamoto
140.36667,38.23333,日本,山形县,山形市,"",Matsunami 1-chome
141.95,39.46667,日本,岩手县,山田町,"",Hachimancho
140.31667,35.65,日本,千叶县,八街市,"",Higashiyoshida
140.30833,38.42194,日本,山形县,河北町,"",谷地中央五丁目
140.31667,37.2,日本,福岛县,Yabuki,"",""
140.85111,38.035,日本,宫城县,亙理町,"",Kyukan
141.13461,38.54465,日本,宫城县,涌谷町,"",字追廻町
140.01624,35.03709,日本,千叶县,南房總市,"",Wadacho-Wada
140.18333,35.73333,日本,千叶县,Sakura,"",""
140.13333,35.96667,日本,茨城县,牛久市,"",""
140.06667,36.55,日本,栃木縣,Haga,"",""
140.11667,36.08333,日本,茨城县,筑波市,"",""
140.08333,35.9,日本,茨城县,取手市,"",""
141.53333,39.31667,日本,岩手县,遠野市,"",Tonocho
140.3,36.35,日本,茨城县,笠間市,"",""
140.88611,38.39306,日本,宫城县,富谷市,"",富谷
141.01667,37.33333,日本,福岛县,Tomioka,"",""
140.36667,35.55,日本,千叶县,東金市,"",""
140.36972,38.35361,日本,山形县,天童市,"",田鶴町二丁目
141.11667,38.98333,日本,岩手县,平泉町,"",""
140.38287,37.03046,日本,福岛县,Tanagura,"",""
140.36667,37.53333,日本,福岛县,Otama,"",""
140.46667,35.73333,日本,千叶县,Tako,"",""
140.5442,37.09815,日本,福岛县,古殿町,"",大字竹貫
140.19111,38.0025,日本,山形县,高畠町,"",""
140.71667,36.71667,日本,茨城县,高萩市,"",""
140.65,39.18333,日本,秋田县,東成瀨村,"",""
141,38.3,日本,宫城县,多賀城市,"",Takasaki 1-chome
140.66667,35.83333,日本,千叶县,Tonosho,"",""
140.38333,37.28333,日本,福岛县,須賀川市,"",""
141.06167,38.28443,日本,宫城县,七ヶ濱町,"",Shobutahama
140.98442,39.69414,日本,岩手县,雫石町,"",名子
141.44314,38.67807,日本,宫城县,南三陸町,"",Shizugawa
140.26667,35.71667,日本,千叶县,酒酒井町,"",""
140.61833,38.00333,日本,宫城县,白石市,"",沢端町
140.06667,35.8,日本,千叶县,白井市,"",""
141.03333,38.31667,日本,宫城县,鹽竃市,"",Minatomachi 2-chome
140.30083,38.75861,日本,山形县,新庄市,"",Teppomachi
140.83333,37.33333,日本,福岛县,川內村,"",""
140.35792,35.18738,日本,千叶县,御宿町,"",""
140.22556,38.70361,日本,山形县,大藏村,"",Aikai
140.85699,38.54794,日本,宫城县,色麻町,"",""
140.43333,35.68333,日本,千叶县,橫芝光町,"",""
141.58333,39.13333,日本,岩手县,住田町,"",""
140.86667,38.26667,日本,宫城县,仙臺市,Aoba Ward,Kokubuncho 3-chome
140.44759,37.99009,日本,宫城县,七宿町,"",字下八合
140.5,35.88333,日本,千叶县,香取市,"",牧野
140.23333,35.71667,日本,千叶县,Sakura,"",""
140.9,37.91667,日本,宫城县,山元町,"",Sakamoto
140.2725,38.3725,日本,山形县,寒河江市,"",元町一丁目
140.18333,35.9,日本,茨城县,龍崎市,"",""
140.36667,35.71667,日本,千叶县,富里市,"",""
140.55,39.41667,日本,秋田县,美鄉町,"",新町
140.97691,38.33092,日本,宫城县,利府町,"",""
140.98333,37.2,日本,福岛县,曠野町,"",""
140.82262,37.87806,日本,宫城县,丸森町,"",""
141.9,39.36667,日本,岩手县,大槌町,"",Otsuchi
140.03333,36.86667,日本,栃木縣,大田原市,"",""
140.24363,35.28784,日本,千叶县,大多喜町,"",Otaki
140.75093,39.43185,日本,岩手县,西和賀町,"",Sawauchi-Saruhashi
140.6328,37.28749,日本,福岛县,小野町,"",Ononiimachi
141.44794,38.4466,日本,宫城县,女川町,"",海岸通り
140.41667,36.55,日本,茨城县,常陸大宮市,"",""
140.61667,35.85,日本,千叶县,香取市,"",""
140.48333,39.45,日本,秋田县,大仙市,"",Omagari-Tamachi
140.41667,36.28333,日本,茨城县,Ibaraki,"",""
140.73361,38.05,日本,宫城县,大河原町,"",字南
140.37404,38.59696,日本,山形县,大石田町,"",Ekimaedori
140.39289,35.24761,日本,千叶县,夷隅市,"",""
140.13333,36.75,日本,栃木縣,那珂川町,"",Yoshida
141.71667,39.07167,日本,岩手县,大船渡市,"",新田
140.40194,38.60333,日本,山形县,尾花澤市,"",Kanmachi 6-chome
140.58389,36.31409,日本,茨城县,大洗町,"",緑町
140.31667,35.51667,日本,千叶县,大網白里市,"",みやこ野一丁目
141.21667,39.96667,日本,岩手县,岩手町,"",Ekarinai
140.40512,39.19517,日本,秋田县,羽後町,"",字西馬音内
140.43333,37.58333,日本,福岛县,二本松市,"",""
140.88333,38.16667,日本,宫城县,名取市,"",Otemachi 2-chome
140.41667,35.6,日本,千叶县,山武市,"",""
140.31667,35.78333,日本,千叶县,成田市,"",仲町
141,37.48333,日本,福岛县,Namie,"",""
140.85361,38.56861,日本,宫城县,加美町,"",字一本柳南
140.16667,36.05,日本,茨城县,土浦市,"",""
140.28333,35.88333,日本,茨城县,Kawachi,"",""
140.27639,38.32639,日本,山形县,山邊町,"",大字山辺
140.65528,38.09083,日本,宫城县,藏王町,"",""
140.035,38.10361,日本,山形县,長井市,"",四ツ谷一丁目
140.72434,38.11858,日本,宫城县,村田町,"",大字村田
140.40063,37.51391,日本,福岛县,本宮市,"",""
140.18333,36.51667,日本,栃木縣,Motegi,"",""
140,35.93333,日本,茨城县,守谷市,"",""
141.15,39.7,日本,岩手县,盛岡市,"",菜園一丁目
140.01667,36.43333,日本,栃木縣,真岡市,"",""
140.29608,35.42583,日本,千叶县,茂原市,"",""
141.13333,39.13333,日本,岩手县,奧州市,Mizusawa,Mizusawa-Hoshigaokacho
141.94057,39.64691,日本,岩手县,宮古市,"",Nishimachi 3-chome
140.14139,38.30139,日本,山形县,朝日町,"",Miyajuku
140.45,36.35,日本,茨城县,水戶市,"",笠原町
140.48333,37.43333,日本,福岛县,Miharu,"",""
141.06105,38.37357,日本,宫城县,松島町,"",Matsushima
140.1,36.46667,日本,栃木縣,Mashiko,"",""
140.76667,37.91667,日本,宮城縣,Marumori,"",""
140.05,35.65,日本,千叶县,千葉市,Mihama Ward,Wakaba 2-chome
140.1,36.26667,日本,茨城县,櫻川市,"",""
140.75,37.7,日本,福岛县,飯舘村,"",Kusano
140.05,36.96667,日本,栃木縣,那須鹽原市,"",住吉町
140.25,38.9,日本,山形县,真室川町,"",""
141.01065,37.3845,日本,福岛县,Okuma,"",""
140.16845,37.15252,日本,福岛县,Nishigo,"",""
140.4,35.9,日本,千叶县,神崎町,"",神崎本宿
140.38333,37.4,日本,福岛县,郡山市,"",大町一丁目
140.51667,37.83333,日本,福岛县,伊達市,"",""
140.04139,38.0025,日本,山形县,川西町,"",""
141.06667,38.53333,日本,宫城县,美里町,"",字新妻の神
141.05,38.55,日本,宫城县,美里町,"",牛飼
141.11667,39.28333,日本,岩手县,北上市,"",大通り二丁目
140.74901,36.78671,日本,茨城县,北茨城市,"",""
140.3,36.01667,日本,茨城县,Miho,"",""
141.57746,38.90112,日本,宫城县,氣仙沼市,"",河原田一丁目
140.06667,35.65,日本,千叶县,千葉市,"",""
140.63694,38.17278,日本,宫城县,川崎町,"",""
140.1003,35.0969,日本,千叶县,鴨川市,"",Isomura enclave
140.31507,35.14621,日本,千叶县,勝浦市,"",Hamakatsuura
140.53333,36.38333,日本,茨城县,常陸那珂市,"",""
140.49943,35.89767,日本,千叶县,香取市,"",""
140.45,35.53333,日本,千叶县,Kujukuri,"",""
140.26667,36.38333,日本,茨城县,笠間市,"",笠間
140.33591,37.2419,日本,福岛县,Kagamiishi,"",""
140.15,36.65,日本,栃木縣,那須烏山市,"",""
140.33667,38.88389,日本,山形县,金山町,"",Kaneyama
141.11667,39.2,日本,岩手县,金ケ崎町,"",""
140.27361,38.15389,日本,山形县,上山市,"",二日町
141.86801,39.27694,日本,岩手县,釜石市,"",Komagicho
140.56724,39.58926,日本,秋田县,仙北市,"",Kakunodatemachi
140.77202,37.97451,日本,宮城縣,角田市,"",""
140.1,36.35,日本,茨城县,櫻川市,"",""
140.85944,38.10472,日本,宫城县,岩沼市,"",Futaki 1-chome
140.88333,37.05,日本,福岛县,Iwaki,"",""
141.8,39.85,日本,岩手县,岩泉町,"",中家
140.55,35.93333,日本,茨城县,潮來市,"",Ayame 1-chome
140.38333,36.48333,日本,茨城县,Shirosato,"",""
140.26667,36.18333,日本,茨城县,石岡市,"",石岡
141.3,38.41667,日本,宫城县,石卷市,"",南浜町四丁目
140.45,37.15,日本,福岛县,Ishikawa,"",""
140.11667,37.56667,日本,福岛县,豬苗代町,"",""
140.51667,36.43333,日本,茨城县,常陸那珂市,"",""
140.45,37.83333,日本,福岛县,福島市,"",山岸
141.13333,38.91667,日本,岩手县,一關市,"",南町
140.37998,35.37211,日本,千叶县,Ichinomiya,"",""
140.08333,35.51667,日本,千叶县,市原市,"",""
140.51667,36.15,日本,茨城县,鉾田市,"",""
140.55,37.81667,日本,福岛县,伊達市,"",""
141.16667,39.55,日本,岩手县,紫波町,"",桜町一丁目
140.65,36.6,日本,茨城县,日立,"",""
140.40056,38.43889,日本,山形县,東根市,"",本丸南一丁目
140.43333,36.86667,日本,福岛县,矢祭町,"",Odagawa
140.83333,35.73333,日本,千叶县,銚子市,"",""
140.41646,36.94727,日本,福岛县,Hanawa,"",""
141.11667,39.38333,日本,岩手县,花卷市,"",豊沢町
140.07422,39.91362,日本,秋田县,井川町,"",浜井川
140.11667,39.93333,日本,秋田县,五城目町,"",上樋口
140.13833,38.73583,日本,山形县,戶澤村,"",Furukuchi
140.95556,38.57167,日本,宫城县,大崎市,"",古川南町一丁目
140.5771,37.44722,日本,福岛县,田村市,"",""
140.56667,36.46667,日本,茨城县,Tokai,"",""
140.31944,38.68889,日本,山形县,舟形町,"",""
140.46667,37.75,日本,福岛县,福島市,"",""
140.15,35.85,日本,茨城县,Tone,"",""
140.55332,37.8781,日本,福岛县,Kunimi,"",""
140.11667,35.91667,日本,茨城县,取手市,"",""
141.88333,40,日本,岩手县,普代村,"",Nakamura
140.06167,35.06438,日本,千叶县,鴨川市,"",Higashiemi
140.31667,35.95,日本,茨城县,稻敷市,"",""
140.5,37.81667,日本,福岛县,福島市,"",""
140.35,36.76667,日本,茨城县,Daigo,"",""
140.23503,35.39701,日本,千叶县,Chonan,"",""
140.11667,35.6,日本,千叶县,千葉市,"",""
140.21189,38.38431,日本,山形县,大江町,"",Aterazawa
140.41365,37.08276,日本,福岛县,Asakawa,"",""
140.65,35.71667,日本,千叶县,朝日,"",""
140.09306,38.18444,日本,山形县,白鷹町,"",大字荒砥甲
140.2,36.03333,日本,茨城县,Ami,"",""
140.11667,39.71667,日本,秋田县,秋田市,"",大町
140.50194,37.04725,日本,福岛县,鮫川村,"",大字赤坂中野
140.23333,35.83333,日本,千叶县,印西市,"",甚兵衛
140.01667,35.86667,日本,千叶县,我孫子,"",""
140.08333,39.93333,日本,秋田县,五城目町,"",大川下樋口
140.21994,38.79842,日本,山形县,鮭川村,"",Sado
140.10139,38.43417,日本,山形县,西川町,"",""
140.8715,38.47138,日本,宫城县,大衡村,"",大衡
140.26667,38.29111,日本,山形县,山邊町,"",緑ケ丘
144.09638,43.82634,日本,北海道,美幌町,"",Moto-machi
141.78444,43.00722,日本,北海道,由仁町,"",中央
141.95778,43.03778,日本,北海道,夕張市,"",Shikanotani 2
141.25,41.08333,日本,青森县,橫濱町,"",Terashita
140.26917,42.25389,日本,北海道,八雲町,"",Izumocho
142.41778,44.02083,日本,北海道,和寒町,"",Minamimachi
141.67389,45.40944,日本,北海道,稚內市,"",港1
142.05,43.51667,日本,北海道,歌志內市,"",Toko
141.88778,43.63944,日本,北海道,雨龍町,"",Dai 8-chonai
141.82028,43.42389,日本,北海道,浦臼町,"",""
142.78361,42.15556,日本,北海道,浦河町,"",Irifunecho
143.65349,42.81094,日本,北海道,浦幌町,"",字本町
141.66944,43.33528,日本,北海道,月形町,"",字月形
144.02111,43.70389,日本,北海道,津別町,"",Hon-cho
140.70833,42.57306,日本,北海道,豐浦町,"",海岸町
141.77528,45.10222,日本,北海道,豐富町,"",字豊富西一条五丁目
143.55178,42.82573,日本,北海道,豐頃町,"",豊頃佐々田町
140.81667,42.56667,日本,北海道,洞爺湖町,"",洞爺湖温泉
140.5,43.06667,日本,北海道,泊村,"",""
141.65444,44.30528,日本,北海道,苫前町,"",Tomamae
141.60333,42.63694,日本,北海道,苫小牧市,"",旭町四丁目
142.5175,43.82111,日本,北海道,當麻町,"",四条東四丁目
141.51694,43.21694,日本,北海道,當別町,"",弥生
141.74162,44.87912,日本,北海道,天盐町,"",海岸通一丁目
144.49637,43.48044,日本,北海道,弟子屈町,"",Teshikaga
141.53556,40.39028,日本,青森县,八戶市,"",""
141.21694,41.28944,日本,青森县,陸奧市,"",Tomabucho 1-chome
141.15002,40.3342,日本,青森县,田子町,"",Takko
143.07528,44.18889,日本,北海道,瀧上町,"",字滝ノ上市街地一条通三丁目
141.90639,43.55278,日本,北海道,瀧川市,"",花月町二丁目
140.36611,40.22268,日本,秋田县,北秋田市,"",Takanosu
143.27193,42.50166,日本,北海道,大樹町,"",Kashiwagicho
140.22556,42.78806,日本,北海道,壽都町,"",字開進町
141.90556,43.48639,日本,北海道,砂川市,"",西一条南五丁目
140.88611,42.55583,日本,北海道,壯瞥町,"",滝之町
141.76972,44.53361,日本,北海道,初山别村,"",Shosanbetsu
142.36694,42.33389,日本,北海道,新日高町,"",静内古川町一丁目
140.4227,41.60099,日本,北海道,知內町,"",""
141.35,42.55,日本,北海道,白老町,"",本町一丁目
144.08897,42.96286,日本,北海道,白糠町,"",白糠
142.83472,43.07472,日本,北海道,新得町,"",西一条南四丁目
140.6375,43.27333,日本,北海道,古平町,"",大字入船町
142.41667,43,日本,北海道,占冠村,"",""
142.67738,44.24489,日本,北海道,下川町,"",""
142.38333,43.35,日本,北海道,富良野市,"",Katsuragicho
142.88472,43.00611,日本,北海道,清水町,"",南四条八丁目
140.82282,42.02967,日本,北海道,鹿部町,"",Shikabe
143.25,43.16667,日本,北海道,士幌町,"",東四条二丁目
141.15472,40.69111,日本,青森县,七戶町,"",舘野
142.37307,44.15399,日本,北海道,士別市,"",西五条十三丁目
145.13197,43.65899,日本,北海道,標津町,"",Minami 1-jo Nishi 1-chome
144.56313,43.27836,日本,北海道,標茶町,"",""
144.66737,43.91145,日本,北海道,斜里町,"",Hon-machi
142.94857,44.33051,日本,北海道,西興部村,"",Nanae
141.39643,41.29113,日本,青森县,東通村,"",Sarugamori
143.3376,42.87242,日本,北海道,幕別町,"",字猿別
143.18708,42.656,日本,北海道,更別村,"",東一条南八丁目
141.35,43.06667,日本,北海道,札幌市,Chuo Ward,Kita 5 Jōnishi 5 Chome
141.25722,40.37306,日本,青森县,三戶町,"",Bakuromachi
143,44.03333,日本,北海道,瀧上町,"",""
142.91785,42.12841,日本,北海道,樣似町,"",Honcho 2-chome
140.28757,41.91506,日本,北海道,厚澤部町,"",Uzura
140.86429,41.43019,日本,青森县,佐井村,"",Sai
140.87278,42.73417,日本,北海道,留壽都村,"",""
141.64278,43.93444,日本,北海道,留萌市,"",Miharashicho 1-chome
143.7458,43.47095,日本,北海道,陸別町,"",字陸別東一条四丁目
140.60056,42.57389,日本,北海道,豐浦町,"",""
145.19197,44.01806,日本,北海道,羅臼町,"",Honcho
140.53941,42.80904,日本,北海道,蘭越町,"",字黄金
142.34306,44.47528,日本,北海道,美深町,"",大通南八丁目
142.47389,43.86944,日本,北海道,比布町,"",緑町一丁目
140.56872,40.5197,日本,青森县,大鰐町,"",Owani
142.26095,44.73316,日本,北海道,音威子府村,"",Otoineppu
143.20028,42.99167,日本,北海道,音更町,"",大通十二丁目
140.13806,41.96778,日本,北海道,乙部町,"",字元町
141.00222,43.18944,日本,北海道,小樽市,"",Hanazono 3-chome
141.21078,45.24188,日本,北海道,利尻富士町,"",栄町
140.37733,42.50932,日本,北海道,長萬部町,"",Oshamanbe
141.62875,40.28533,日本,岩手县,洋野町,"",""
142.96134,44.57778,日本,北海道,雄武町,"",Omu
140.9109,41.52728,日本,青森县,大間町,"",Oma
143.12,44.46944,日本,北海道,興部町,"",Okoppe
143.58993,43.67993,日本,北海道,置戶町,"",Oketo
140.55756,40.27178,日本,秋田县,大館市,"",Odate
141.37333,40.96667,日本,青森县,六所村,"",Obuchi
141.66833,44.01806,日本,北海道,小平町,"",Obiracho
143.20444,42.91722,日本,北海道,帶廣市,"",西一条南十三丁目
141.93889,43.80306,日本,北海道,沼田町,"",Asahimachi
140.0274,40.20838,日本,秋田县,能代市,"",東町
141.81778,40.10639,日本,岩手县,野田村,"",""
141.17914,42.45215,日本,北海道,登別市,"",Noboribetsu-higashicho 2-chome
141.12611,40.86667,日本,青森县,野邊地町,"",字野辺地
140.76667,43.15,日本,北海道,仁木町,"",南町一丁目
142.31667,42.35,日本,北海道,新冠町,"",本町
145.575,43.32361,日本,北海道,根室市,"",清隆町三丁目
142.45778,44.35056,日本,北海道,名寄市,"",西三条南五丁目
140.69386,41.8944,日本,北海道,七飯町,"",Honcho 5-chome
140.59048,40.71069,日本,青森县,青森市,Namioka,""
142.29263,44.97413,日本,北海道,中頓別町,"",Nakatonbetsu
144.97181,43.54849,日本,北海道,中標津町,"",西一条北二丁目
143.13333,42.7,日本,北海道,中札內村,"",大通南一丁目
140.43861,40.96949,日本,青森县,中泊町,"",Nakasato
143.36025,44.27096,日本,北海道,紋別市,"",Mobetsu
142.07816,44.81448,日本,北海道,中川町,"",Nakagawa
142.4225,43.40278,日本,北海道,中富良野町,"",Minamimachi
141.88778,43.41833,日本,北海道,奈井江町,"",字奈井江町
140.06163,42.69998,日本,北海道,島牧村,"",""
141.68972,43.00583,日本,北海道,長沼町,"",中央南二丁目
140.98806,42.31722,日本,北海道,室蘭市,"",Bokoi-Kitamachi 2-chome
141.92639,42.57194,日本,北海道,鵡川町,"",Miyuki 3-chome
141.95917,43.68778,日本,北海道,妹背牛町,"",Moseuchi
140.07735,40.0967,日本,秋田县,三種町,"",Moritake
140.59923,42.10961,日本,北海道,森町,"",Minatomachi
143.3525,44.3525,日本,北海道,紋別市,"",幸町五丁目
142.0715,42.47939,日本,北海道,日高町,"",門別本町
141.38969,40.68682,日本,青森县,三澤市,"",下久保三丁目
140.77028,43.20389,日本,北海道,餘市町,"",富沢町四丁目
